route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
143-203,Weekend-10,1106-14302-42600-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-42900-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-42900-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-44400-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-2,1109-15406-27300-2-782baac9,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-27300-2-8c976efe,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-27600-2-27598924,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-27600-2-6e17e8e4,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-27600-2-79ee9409,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-27600-2-8bca5e2e,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-28500-2-350dce1b,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-44400-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-44700-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-44700-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-46200-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-2,1109-15406-28500-2-6cdc14af,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-29400-2-79ee9409,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-29400-2-8bb3f196,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-29400-2-8bca5e2e,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-29400-2-8d446719,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-29700-2-350dce1b,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-29700-2-6cdc14af,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-46200-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-46500-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-46500-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-48000-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-15,1109-15406-30900-2-350dce1b,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-30900-2-6cdc14af,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-31200-2-79ee9409,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-31200-2-8bb3f196,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-31200-2-8bca5e2e,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-31200-2-8d446719,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-32700-2-01b622c4,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-48000-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-48300-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-48300-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-49800-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-15,1109-15406-32700-2-0797ba2a,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-33000-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-33000-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-33000-2-6d88c84d,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-33000-2-e6dbbcee,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-34500-2-509c6ce1,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-34500-2-bd6a3867,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-49800-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-50100-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-50100-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-51600-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Sunday-2,1109-15406-34800-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-34800-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-34800-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-34800-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-36300-2-509c6ce1,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-36300-2-bd6a3867,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-36600-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-51600-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-51900-2-49c68c17,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-51900-2-4c43453a,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-53400-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Sunday-9,1109-15406-36600-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-36600-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-36600-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-38100-2-509c6ce1,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-38100-2-bd6a3867,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-38400-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-38400-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-53400-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-53700-2-49c68c17,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-53700-2-4c43453a,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-55200-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Saturday-2,1109-15406-38400-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-38400-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-39900-2-509c6ce1,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-39900-2-bd6a3867,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-40200-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-40200-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-40200-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-55200-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-55500-2-c0c18301,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-55500-2-d4d97285,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-57000-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Saturday-10,1109-15406-40200-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-41700-2-509c6ce1,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-41700-2-bd6a3867,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-42000-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-42000-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-42000-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-42000-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-57000-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-57300-2-c0c18301,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-57300-2-d4d97285,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-2,1106-14302-58800-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-2,1109-15406-43500-2-509c6ce1,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-43500-2-bd6a3867,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-43800-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-43800-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-43800-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-43800-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-45300-2-509c6ce1,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Sunday-9,1106-14302-58800-2-6f991210,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-2,1106-14302-58800-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-10,1106-14302-58800-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-59100-2-c0c18301,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-15,1109-15406-45300-2-bd6a3867,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-45600-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-45600-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-45600-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-45600-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-47100-2-01b622c4,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-47100-2-0797ba2a,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekday-15,1106-14302-59100-2-d4d97285,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-2,1106-14302-60600-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-9,1106-14302-60600-2-6f991210,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-2,1106-14302-60600-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Sunday-2,1109-15406-47400-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-47400-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-47400-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-47400-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-48900-2-01b622c4,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-48900-2-0797ba2a,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-49200-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Saturday-10,1106-14302-60600-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-60900-2-c0c18301,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-60900-2-d4d97285,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-2,1106-14302-62400-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Sunday-9,1109-15406-49200-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-49200-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-49200-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-50700-2-6a98d510,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-50700-2-b0b149be,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-51000-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-51000-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Sunday-9,1106-14302-62400-2-6f991210,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-2,1106-14302-62400-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-10,1106-14302-62400-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-62700-2-c0c18301,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Saturday-2,1109-15406-51000-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-51000-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-52500-2-5feef7b2,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-52500-2-be2e6771,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-52800-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-52800-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-52800-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekday-15,1106-14302-62700-2-d4d97285,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-2,1106-14302-64200-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-9,1106-14302-64200-2-6f991210,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-2,1106-14302-64200-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Saturday-10,1109-15406-52800-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-54300-2-87c41e01,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-54300-2-d7ca5a21,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-54600-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-54600-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-54600-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-54600-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Saturday-10,1106-14302-64200-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-64500-2-c0c18301,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-64500-2-d4d97285,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-2,1106-14302-66000-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-2,1109-15406-55500-2-3adff05b,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-55500-2-cf5dcd3c,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-56400-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-56400-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-56400-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-56400-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-56700-2-3095d787,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Sunday-9,1106-14302-66000-2-6f991210,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-2,1106-14302-66000-2-94f1492b,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-10,1106-14302-66000-2-cfdd504e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-66300-2-49c68c17,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-15,1109-15406-56700-2-ee1ca819,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-57900-2-3095d787,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-57900-2-ee1ca819,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-58200-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-58200-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-58200-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-58200-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekday-15,1106-14302-66300-2-4c43453a,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-2,1106-14302-67800-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Saturday-10,1106-14302-67800-2-4a339c48,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Sunday-9,1106-14302-67800-2-6f991210,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-2,1109-15406-59700-2-17507fb3,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-59700-2-ea0a1d4b,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-60000-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-60000-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-60000-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-60000-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-61500-2-17507fb3,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Saturday-2,1106-14302-67800-2-b7e87486,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-68100-2-b9c9ea0e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-68100-2-eee2844a,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-71400-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Weekday-15,1109-15406-61500-2-ea0a1d4b,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-2,1109-15406-61800-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-61800-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-61800-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-61800-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-63300-2-af41c0fb,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-2,1109-15406-63300-2-ba21d823,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
143-203,Weekend-10,1106-14302-71400-2-6f991210,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-2,1106-14302-71700-2-b9c9ea0e,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekday-15,1106-14302-71700-2-eee2844a,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
143-203,Weekend-3,1106-14302-75000-2-342901e5,Henderson to Ranui via Sturges Rd,,1,,1106-14302-314ba0c8,0,0
154-203,Sunday-2,1109-15406-63600-2-16c81426,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Sunday-9,1109-15406-63600-2-36e26cc5,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-2,1109-15406-63600-2-4fe8a298,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Saturday-10,1109-15406-63600-2-c682e512,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
154-203,Weekday-15,1109-15406-65100-2-af41c0fb,New Lynn to Henderson via Glen Eden,,1,,1109-15406-25dab7ca,0,0
